customer_id,age,gender,monthly_income_usd,debt_to_income_ratio,credit_score,has_loan,loan_amount,savings_usd,city,signup_date,last_transaction_date,review_text,risk_flag
18666,96,male,3694,51.03,789,no,34490,25445,,03-10-2021,01-07-2023,Very bad experience,Low
19274,72,female,4636,50.77,393,TRUE,10033,43193,Los Angeles,15-01-2022,01-06-2023,,LOW
12558,7,,11093,79.06,520,Yes,45022,42059,New York,03-10-2021,NA,Very bad experience,Low
17849,7,M,10264,108.24,273,no,24270,87532,new york ,,01-06-2023,OK,High
12047,4,,5916,92.47,775,Yes,24955,8056,New York,15-01-2022,32-13-2022,,LOW
12747,74,Female,4749,142.78,591,FALSE,19376,20251,Los Angeles,15-01-2022,01-07-2023,Great service,high
19167,33,M,10004,32.62,650,FALSE,26780,71569,NY,03-10-2021,01-07-2023, late delivery ,high
19998,93,female,13484,120.85,547,,39627,92758,LA,,01-06-2023, late delivery ,Low
10189,73,Unknown,13207,144.31,359,FALSE,41240,37471,los angeles,,NA,Very bad experience,High
12734,17,Unknown,2654,97.12,308,yes,21343,23747,los angeles,15-02-2022,01-07-2023,Great service,LOW
13005,31,male,2601,74.27,511,0,21339,61658,NY,03-10-2021,NA,Very bad experience,Medium
14658,2,Unknown,5333,36.31,449,1,36743,21719,los angeles,15-02-2022,01-07-2023,Very bad experience,Low
11899,84,Unknown,10586,50.77,301,no,19438,5446,Los Angeles,invalid_date,01-07-2023,Great service,Low
17734,54,male,8912,45.86,505,0,31171,74849,Los Angeles,invalid_date,,,Medium
11267,80,,5191,55.71,310,,17750,42711,new york ,invalid_date,,Great service,High
11528,-1,,8452,140.3,290,0,38228,62869,Los Angeles,invalid_date,32-13-2022, late delivery ,Low
13556,92,male,7041,108.23,556,no,31958,69278,LA,15-02-2022,01-06-2023,,Medium
13890,21,F,16856,74.27,619,FALSE,47837,77960,Los Angeles,15-01-2022,01-07-2023,Great service,High
18838,13,,2995,119.22,786,1,42965,94799,los angeles,15-01-2022,,,Low
15393,37,,12572,134.31,526,FALSE,28010,77879,Los Angeles,15-02-2022,01-06-2023,OK,High
18792,37,Male,15672,86.15,297,Yes,13034,66492,New York,03-10-2021,01-06-2023,,high
18433,29,Unknown,4893,26.52,273,No,31613,11099,los angeles,invalid_date,01-06-2023,Great service,
17513,78,female,3333,118.79,469,TRUE,27704,82417,new york ,15-01-2022,,,Low
12612,49,,6382,23.47,829,FALSE,15584,64434,,invalid_date,,Very bad experience,
17041,55,,6552,73.63,785,FALSE,19992,61664,Los Angeles,invalid_date,,Very bad experience,high
19555,41,M,17621,146.85,336,Yes,24306,36666,LA,invalid_date,,OK,
16235,96,Unknown,9494,57.91,555,1,12220,36173,LA,03-10-2021,01-06-2023,Very bad experience,Medium
15486,71,M,18495,58.04,768,yes,9180,14186,,15-02-2022,01-07-2023,OK,LOW
17099,50,Female,2864,24.02,622,TRUE,39094,59920,NY,invalid_date,01-07-2023, late delivery ,Low
19670,76,,3159,60.74,786,no,24289,77339,,15-01-2022,01-06-2023,Great service,High
10775,12,Male,9460,0.08,291,,22514,59834,NY,15-01-2022,NA,,
18226,59,Female,4248,149.8,626,FALSE,47320,54769,,invalid_date,NA,,High
13152,90,Female,10491,63.69,390,0,20924,18275,New York,15-01-2022,01-06-2023,,High
11585,47,M,10394,86.62,254,no,24252,63487,New York,,32-13-2022,,Medium
13943,83,male,15591,105.7,467,1,10957,29955,,03-10-2021,01-07-2023,,Medium
17555,79,,18204,140.3,673,Yes,9542,36659,,invalid_date,01-06-2023,OK,Medium
13073,85,F,10686,124.45,449,0,12508,61503,LA,15-01-2022,01-06-2023,,Low
11021,5,male,3164,45.86,579,Yes,38159,35148,los angeles,invalid_date,NA, late delivery ,LOW
13843,-5,,9877,144.31,760,No,14373,9743,los angeles,03-10-2021,NA,,LOW
17989,77,,845,140.07,858,1,11803,24863,NY,03-10-2021,01-07-2023,Great service,Medium
19692,90,Unknown,8325,54.39,572,no,15023,82949,,15-02-2022,NA, late delivery ,High
16873,2,,13875,70.72,564,0,47537,77282,LA,03-10-2021,,Very bad experience,Medium
15675,13,,15809,58.14,733,,2183,8442,NY,15-01-2022,,,Low
10161,49,M,4875,0.08,832,1,27978,66090,Los Angeles,,01-06-2023,,Low
14297,10,male,8454,112.21,-50,TRUE,47811,46558,New York,15-02-2022,32-13-2022,,Low
10995,93,Unknown,12412,14.69,460,1,33271,39445,New York,15-01-2022,NA,,High
17629,60,male,9882,107.94,413,0,5352,3045,,invalid_date,32-13-2022,OK,Low
19467,6,M,3630,73.92,585,1,34759,48197,NY,03-10-2021,, late delivery ,Low
11016,87,F,3980,146.85,839,Yes,45212,2604,los angeles,03-10-2021,32-13-2022,,high
17869,68,,10313,60.8,251,1,49972,32601,LA,15-01-2022,, late delivery ,High
16439,56,,17884,39.4,390,no,20536,83746,LA,,01-06-2023,,
17892,80,male,10565,71.69,669,No,25970,43904,,,NA, late delivery ,High
16863,92,Male,12370,49.04,306,FALSE,16427,76239,NY,,01-06-2023, late delivery ,Medium
17916,52,F,4765,66.96,623,yes,14323,49400,,invalid_date,32-13-2022,Great service,LOW
18529,15,Unknown,13272,126.41,817,FALSE,2928,19242,New York,,01-07-2023,,Medium
10878,31,,7901,4.91,774,No,32024,55088,new york ,invalid_date,01-06-2023,OK,high
19268,-1,Female,9586,108.23,281,yes,30087,27259,LA,03-10-2021,01-06-2023,,LOW
14887,64,Unknown,1237,45.76,860,,36407,99420,NY,03-10-2021,, late delivery ,LOW
14859,26,,3579,67.41,558,0,28654,5102,,,01-06-2023,Great service,High
16331,61,Male,3816,21.76,610,FALSE,1346,253,,03-10-2021,32-13-2022,Very bad experience,high
18571,4,M,8892,128.98,433,no,36820,79651,New York,,01-06-2023,Very bad experience,High
18684,63,female,10584,107.94,512,0,6308,92999,los angeles,,,,Low
17208,82,Unknown,11616,142.78,370,FALSE,14918,97895,new york ,15-02-2022,01-06-2023, late delivery ,
15276,78,female,7397,128.21,,FALSE,43862,46617,new york ,,NA,Very bad experience,Medium
12062,56,Male,16315,142.84,850,Yes,46012,72395,LA,invalid_date,,OK,
10064,31,Male,4196,71.69,382,No,20971,89460,los angeles,15-01-2022,01-07-2023,Great service,
18006,89,Male,4295,124.45,558,TRUE,32462,53779,NY,03-10-2021,,,High
12568,41,,737,136.41,250,yes,46892,93173,los angeles,15-01-2022,01-07-2023, late delivery ,Medium
15463,75,Unknown,1981,116.27,800,no,36360,75968,los angeles,03-10-2021,01-06-2023,Great service,Medium
12027,43,M,5983,110.84,701,,21743,49176,Los Angeles,03-10-2021,01-06-2023, late delivery ,Low
12695,18,Female,7894,22.68,626,,41806,77330,,invalid_date,01-06-2023, late delivery ,Medium
19687,76,,12449,116.48,322,yes,46264,25948,,15-01-2022,NA,OK,high
15258,20,Unknown,16423,26.86,614,yes,49150,49822,,03-10-2021,01-07-2023,Very bad experience,
15618,,Unknown,2962,46.77,686,FALSE,7241,14258,,15-01-2022,32-13-2022,OK,LOW
16736,49,F,1762,88.65,538,Yes,37072,77774,NY,15-01-2022,32-13-2022,OK,Medium
10391,1,,5845,25.64,766,1,20785,94073,NY,,32-13-2022, late delivery ,Medium
15892,,F,7636,57.44,777,0,10313,86844,LA,15-02-2022,NA,,
13561,72,Male,14162,49.2,845,FALSE,31204,65266,los angeles,03-10-2021,32-13-2022,Very bad experience,Low
16184,35,female,15020,117.4,395,Yes,39367,8243,Los Angeles,15-02-2022,NA,,High
13099,-4,,3261,51.33,306,1,36321,82288,los angeles,15-01-2022,NA,,Medium
16278,24,F,19910,147.46,277,yes,1177,54397,new york ,,NA, late delivery ,High
18392,75,female,11944,129.16,459,No,8820,87788,Los Angeles,15-02-2022,NA, late delivery ,
13104,14,,19075,116.27,596,FALSE,8382,42068,,,,,Medium
17215,50,Unknown,5993,51.03,782,0,19501,61005,,,01-07-2023,,Medium
12454,68,Unknown,4705,5.19,642,no,39205,62519,NY,15-01-2022,01-06-2023,,LOW
18996,18,Male,3039,74.27,301,,19891,49296,,15-02-2022,01-06-2023,Very bad experience,High
12731,NA,male,10216,20.36,393,,37430,11266,New York,15-02-2022,NA,,High
18154,6,female,16642,108.23,759,1,11935,3441,Los Angeles,15-02-2022,32-13-2022,Great service,
19762,85,M,8446,126.13,782,1,20696,97474,new york ,invalid_date,01-07-2023,,high
15056,9,,4174,9.17,663,yes,40326,70804,NY,invalid_date,32-13-2022,Great service,High
18110,67,Female,2860,49.28,447,yes,37374,51954,NY,03-10-2021,01-07-2023,,LOW
13840,76,Unknown,2380,52.47,882,,14361,40175,NY,15-01-2022,,,Low
11028,42,female,13210,117.4,269,Yes,12493,1243,Los Angeles,15-01-2022,32-13-2022,,Medium
17385,55,F,15014,77.14,781,0,39289,84597,LA,03-10-2021,NA,,
10502,65,Unknown,8005,38.9,311,No,1792,98008,New York,,01-07-2023,Very bad experience,high
16910,22,,4785,136.41,650,no,46263,22744,new york ,15-01-2022,32-13-2022,OK,high
19062,94,M,14843,23.47,674,TRUE,10259,44161,LA,15-02-2022,32-13-2022,OK,Low
16938,-3,M,11891,90.06,792,yes,48076,57519,,15-02-2022,01-06-2023,Very bad experience,
14488,NA,male,14547,86.62,504,FALSE,19602,88509,new york ,15-02-2022,,Great service,Medium
10206,10,F,12049,108.24,798,No,22807,84976,NY,15-02-2022,32-13-2022,OK,High
15134,30,male,16301,65.06,564,FALSE,31910,66038,los angeles,invalid_date,NA, late delivery ,high
15977,-2,Male,11558,88.65,861,No,7901,39807,New York,15-02-2022,01-07-2023,Very bad experience,High
17721,93,Male,11545,136.41,853,0,14728,76052,,03-10-2021,32-13-2022, late delivery ,
17035,3,,6858,4.44,282,No,32367,37487,LA,15-01-2022,NA,OK,
11484,6,Male,14331,34.24,296,0,3368,92564,New York,15-02-2022,32-13-2022,,high
17858,68,Unknown,11883,4.91,898,0,5610,48105,new york ,invalid_date,,,
10863,38,female,17844,134.31,615,,30303,3751,Los Angeles,15-01-2022,32-13-2022,,LOW
12790,NA,F,19577,96.28,669,,46552,15428,,03-10-2021,01-07-2023,Great service,Medium
17408,60,,10911,49.36,409,1,11319,50249,Los Angeles,15-01-2022,32-13-2022,Very bad experience,high
18755,13,M,15796,25.19,694,FALSE,25856,3284,NY,invalid_date,32-13-2022,Very bad experience,High
15116,7,F,12320,38.9,365,FALSE,48985,25640,new york ,,01-06-2023,,
16019,,Unknown,16767,44.88,724,FALSE,8727,61693,,15-01-2022,32-13-2022, late delivery ,Medium
11757,49,male,18206,93.97,820,0,23913,75630,New York,,NA, late delivery ,High
17574,91,F,978,39.4,360,No,45935,53523,,invalid_date,01-07-2023, late delivery ,Medium
16374,59,F,3917,45.86,673,,42477,96772,,15-02-2022,32-13-2022,Very bad experience,High
16892,86,female,7027,55.7,839,Yes,17205,9906,LA,15-02-2022,32-13-2022,Great service,High
11678,98,Unknown,12247,90.94,282,,27103,95759,new york ,15-01-2022,NA,Great service,high
13242,64,,9497,136.41,687,,23920,43748,new york ,,,,LOW
14636,-3,Unknown,9822,120.57,385,no,30373,94928,New York,invalid_date,, late delivery ,LOW
11059,19,male,7467,87.69,696,Yes,19771,6514,NY,,,,LOW
16668,NA,Female,15093,81.3,849,FALSE,28350,20933,Los Angeles,15-01-2022,01-06-2023,,Medium
19914,46,Male,7167,120.17,848,no,4502,97503,los angeles,03-10-2021,NA,OK,Medium
13157,10,male,17734,149.8,305,Yes,15896,46621,,invalid_date,NA, late delivery ,Low
15915,37,,7586,14.69,462,TRUE,31982,36404,los angeles,03-10-2021,,Great service,LOW
19789,50,Unknown,7262,134.46,619,1,44040,86055,,,01-06-2023,OK,high
12693,62,,6628,54.5,505,,28364,746,LA,15-01-2022,NA,Very bad experience,LOW
13627,2,,14706,149.94,696,No,8709,34988,,15-02-2022,NA,,Medium
19555,97,male,7468,78.06,674,0,1609,41031,,,01-07-2023,OK,LOW
15450,74,female,17050,11.11,666,yes,7630,86853,New York,15-02-2022,,Very bad experience,
11663,38,Male,12903,0.4,299,TRUE,9032,51301,Los Angeles,03-10-2021,,OK,Low
19721,32,,5538,26.52,454,yes,19623,14928,NY,15-02-2022,32-13-2022,OK,high
15592,17,female,824,28.93,533,no,45986,23172,NY,15-01-2022,NA,Great service,Medium
17392,0,Male,1352,73.01,627,0,13497,49631,los angeles,03-10-2021,,,high
11306,37,Unknown,7912,117.73,527,1,8562,75341,New York,invalid_date,32-13-2022, late delivery ,
16776,38,,15541,44.88,667,1,32775,62999,,15-01-2022,01-07-2023,,
15864,74,Male,4762,110.95,751,FALSE,1344,28477,New York,03-10-2021,,,high
19474,74,Male,12446,46.77,411,1,37632,43899,NY,invalid_date,01-07-2023,OK,
17526,17,Male,9763,24.02,859,FALSE,1414,195,,invalid_date,32-13-2022, late delivery ,Medium
18901,10,Unknown,8442,26.86,589,yes,22674,75486,New York,15-02-2022,32-13-2022,Great service,LOW
15575,94,M,1042,28.28,719,FALSE,47525,58639,,invalid_date,NA,OK,Low
15530,70,,15786,5.19,525,No,20668,43481,NY,03-10-2021,01-06-2023,,LOW
14413,95,,18541,86.12,894,TRUE,43193,97134,,invalid_date,,Very bad experience,Low
13748,3,Unknown,2606,93.16,815,No,14316,75956,New York,,32-13-2022,Great service,High
10663,76,M,14995,78.06,792,Yes,37750,74179,LA,,,,Low
11998,3,,2576,60.74,806,,30888,16770,new york ,,01-07-2023,Great service,
17994,79,F,4362,146.62,371,FALSE,42233,41760,new york ,15-02-2022,32-13-2022,Great service,Low
11495,52,Female,2235,12.67,616,1,2359,764,,15-01-2022,01-06-2023, late delivery ,High
13304,59,,17363,38.9,634,Yes,22546,2714,NY,03-10-2021,01-06-2023,,
13763,53,M,12380,93.16,870,,9394,66159,New York,15-02-2022,NA,Very bad experience,Medium
15232,17,Male,4579,26.86,829,0,14242,22633,,15-01-2022,01-07-2023,,high
11853,63,Female,2032,46.77,679,FALSE,13534,42372,LA,,01-06-2023,Very bad experience,Medium
16585,13,,17479,88.93,781,TRUE,16617,30206,,invalid_date,NA,,Medium
11291,29,Unknown,11973,67.85,308,FALSE,43088,1069,LA,15-02-2022,01-07-2023, late delivery ,High
13581,91,Male,9243,107.94,895,FALSE,32934,92865,LA,invalid_date,NA,,High
17554,49,Male,11222,22.68,336,1,5538,35510,los angeles,15-02-2022,, late delivery ,
17280,76,Male,7078,32.58,521,TRUE,18483,85457,New York,invalid_date,32-13-2022, late delivery ,High
11636,34,F,11649,39.6,395,,7416,75339,,15-01-2022,01-06-2023,Very bad experience,
13696,8,,6359,124.67,468,1,4838,66710,LA,15-02-2022,01-07-2023,,High
10698,78,M,12667,77.14,853,yes,43139,58042,,15-02-2022,32-13-2022,Great service,Medium
14737,7,M,15198,20.18,581,No,9547,66563,los angeles,15-02-2022,01-06-2023,Very bad experience,LOW
10854,47,Unknown,5179,3.19,430,no,42042,27441,,03-10-2021,,OK,Low
18164,74,F,8357,123.35,367,,16857,17537,New York,15-01-2022,01-06-2023,OK,Low
15855,99,,3220,49.28,251,Yes,46705,61834,,15-02-2022,,OK,Medium
17392,89,M,7074,80.39,834,TRUE,36571,11146,Los Angeles,invalid_date,NA,OK,high
16528,33,Unknown,16622,45.87,450,,46571,81222,new york ,invalid_date,,Very bad experience,Medium
15249,93,Unknown,3344,0.08,852,TRUE,26340,75643,,,32-13-2022,Very bad experience,Low
15172,78,,4359,29.56,494,TRUE,3463,90666,,15-01-2022,01-06-2023,,Low
11707,59,F,4515,74.27,589,0,23270,18068,New York,15-01-2022,NA,,high
15791,50,,2986,35.88,487,,49346,46665,,15-02-2022,01-06-2023, late delivery ,Medium
19925,34,F,17120,38.9,549,0,35919,4018,New York,15-02-2022,,Great service,Low
15535,40,male,11160,103.68,479,FALSE,25377,42231,Los Angeles,,,,
14931,71,F,9017,90.94,734,Yes,8343,27463,,,32-13-2022,,High
13510,1,female,8515,51.21,428,No,29805,86065,los angeles,15-01-2022,,,
10202,39,F,3762,54.39,738,Yes,32487,6094,LA,15-02-2022,NA,Very bad experience,
14218,16,,1838,38.9,267,yes,40684,28859,,invalid_date,NA, late delivery ,Low
18958,1,F,12202,4.44,642,TRUE,46846,98017,,,01-06-2023, late delivery ,High
14389,78,female,10001,110.13,650,0,28058,4477,,03-10-2021,NA,Great service,LOW
12327,46,female,10323,80.39,654,no,38272,29318,,invalid_date,01-07-2023,OK,High
18004,95,M,19149,36.31,338,0,19995,15411,Los Angeles,invalid_date,01-06-2023,Great service,
12931,94,female,12766,126.41,657,,3526,27043,los angeles,03-10-2021,32-13-2022,,
17777,62,female,7043,86.15,280,No,4794,26243,,,01-06-2023,OK,High
10197,64,M,16328,126.82,319,0,37140,40428,New York,,01-07-2023,Very bad experience,LOW
17125,61,Unknown,15305,147.46,298,TRUE,45515,90952,los angeles,,01-06-2023, late delivery ,Low
11930,-3,,16192,41.34,348,FALSE,48603,95855,,,,,
16287,52,Unknown,10040,0.97,498,no,20091,35855,LA,15-02-2022,NA,Very bad experience,Medium
18800,61,male,16266,142.84,361,TRUE,11526,3355,LA,invalid_date,32-13-2022,Very bad experience,Medium
19339,94,Unknown,12110,0.4,488,TRUE,17542,22821,Los Angeles,15-02-2022,32-13-2022, late delivery ,LOW
14282,48,Male,5815,124.45,663,No,43060,15551,Los Angeles,invalid_date,,,Low
12511,3,M,17412,60.74,448,1,37098,13477,LA,,NA,,
19986,48,Female,6763,25.64,610,0,44019,52103,new york ,15-02-2022,,OK,
10659,74,F,11829,86.15,705,0,45058,54679,NY,03-10-2021,01-06-2023, late delivery ,Low
12811,45,,9799,113.59,326,yes,11605,48090,,,01-06-2023, late delivery ,Medium
17098,10,,15485,93.16,421,FALSE,28592,52063,Los Angeles,03-10-2021,01-07-2023,,high
16546,6,F,9556,88.65,290,No,37457,97909,NY,03-10-2021,01-06-2023,OK,high
19561,96,,17211,32.62,682,yes,40174,69475,,invalid_date,01-06-2023,Great service,LOW
11986,14,F,2683,120.59,545,1,28940,87346,New York,,32-13-2022,Very bad experience,Medium
18338,47,Unknown,1820,146.62,633,FALSE,9772,18068,New York,,01-07-2023,OK,High
12911,25,F,5326,10.28,488,yes,42908,61106,NY,invalid_date,32-13-2022,Very bad experience,Medium
11734,88,M,5972,92.47,423,1,30734,28206,,,32-13-2022,,Medium
11843,15,Male,10061,116.48,822,0,12436,82123,los angeles,03-10-2021,,,LOW
18680,-3,Female,1895,58.3,483,TRUE,12308,40912,los angeles,03-10-2021,NA,,LOW
12976,15,Male,11716,33.8,877,1,22345,23671,New York,,32-13-2022,,Low
11959,86,Male,12733,146.85,340,FALSE,42052,2908,Los Angeles,15-01-2022,01-06-2023,Great service,Low
15759,22,female,17975,118.5,343,Yes,45788,32692,Los Angeles,15-02-2022,01-07-2023, late delivery ,Low
16694,-1,,9492,NA,714,Yes,15707,33993,,15-02-2022,01-07-2023, late delivery ,Low
12385,65,Male,4234,145.64,451,1,15651,49873,Los Angeles,15-02-2022,32-13-2022, late delivery ,high
14736,63,female,14949,83.12,649,TRUE,8059,57391,Los Angeles,,,,
11802,67,,3020,92.47,793,No,36555,9518,,15-01-2022,,Great service,LOW
18155,41,M,9828,54.63,326,no,49479,70326,,15-02-2022,32-13-2022,,Medium
18120,79,F,11717,117.73,625,1,14392,6204,Los Angeles,15-01-2022,01-06-2023,Very bad experience,Medium
16616,14,Unknown,12595,10.28,327,,23904,29818,LA,invalid_date,NA,Great service,
15534,32,,2547,101.25,450,no,35730,66708,los angeles,03-10-2021,,,Low
14061,98,M,8052,73.01,440,1,16559,6000,NY,,32-13-2022,Very bad experience,Medium
10262,31,Male,11935,105.7,845,FALSE,23582,10072,,15-01-2022,01-07-2023,OK,LOW
16287,52,,15343,134.31,759,0,23237,24145,LA,,01-07-2023, late delivery ,high
18815,11,Female,11731,81.47,544,Yes,10733,77529,Los Angeles,invalid_date,32-13-2022,Great service,
19208,36,male,14183,45.76,382,No,15331,81745,new york ,,01-07-2023, late delivery ,
12049,86,Male,6276,144.26,759,0,23759,3586,,15-02-2022,NA,OK,Medium
15423,89,F,5566,88.65,366,TRUE,43980,85778,LA,,32-13-2022,OK,
14548,91,Male,4590,25.19,592,,17242,42749,new york ,invalid_date,01-07-2023, late delivery ,Low
13108,26,F,1598,49.28,370,Yes,18093,82582,New York,15-02-2022,NA, late delivery ,LOW
17158,56,,9546,3.19,764,FALSE,22968,83067,,,NA,Great service,Low
17400,90,M,4356,118.79,407,FALSE,10269,68117,new york ,03-10-2021,NA,Very bad experience,
13170,81,F,17494,144.31,384,TRUE,26372,42304,,15-01-2022,01-07-2023,OK,
19874,15,F,14147,90.94,483,Yes,10814,22171,,15-01-2022,01-06-2023,,Low
12255,83,female,18709,66.96,513,yes,30951,21401,NY,03-10-2021,32-13-2022,Very bad experience,high
11154,27,M,9766,67.89,537,1,33914,17742,los angeles,15-01-2022,NA,Very bad experience,LOW
14499,61,F,19550,127.31,803,no,48166,29493,Los Angeles,15-01-2022,, late delivery ,High
16295,0,Male,10994,98.36,372,1,25268,24977,New York,03-10-2021,01-06-2023,,High
16197,86,Female,4298,45.76,710,TRUE,40132,73114,,03-10-2021,01-07-2023,Very bad experience,
19888,60,,2938,17.54,597,yes,1815,22767,los angeles,15-01-2022,01-06-2023,,High
11648,26,F,12486,20.18,725,TRUE,13497,38835,Los Angeles,invalid_date,01-06-2023,,high
15539,58,Female,15071,128.21,488,0,24708,52629,LA,invalid_date,,,LOW
19637,20,F,7275,146.62,720,0,39899,15060,NY,03-10-2021,NA, late delivery ,high
14199,56,Male,6039,105.7,516,TRUE,6971,12532,new york ,03-10-2021,01-06-2023,Very bad experience,
18445,-1,M,8219,67.89,641,TRUE,2684,26217,LA,15-02-2022,01-07-2023,OK,high
12557,5,Unknown,13957,81.51,745,No,46013,10286,New York,15-02-2022,01-07-2023,Great service,Low
15592,68,Male,2235,49.28,297,TRUE,9876,71301,NY,03-10-2021,01-07-2023,Great service,High
10098,73,male,18530,36.31,288,FALSE,11408,26283,Los Angeles,15-02-2022,, late delivery ,Medium
12200,76,M,11481,23.05,319,yes,5256,528,los angeles,15-01-2022,32-13-2022, late delivery ,Medium
12961,43,Female,17042,119.92,739,No,39498,8975,,invalid_date,,OK,Medium
14973,72,F,5082,110.95,442,no,30074,12109,NY,invalid_date,01-07-2023,,High
14433,86,,5546,26.52,648,0,46218,70094,LA,,32-13-2022, late delivery ,Medium
12869,88,Male,9412,58.14,693,0,15465,86588,Los Angeles,03-10-2021,,,LOW
10956,56,Female,12363,10.28,789,0,2144,53549,new york ,,,OK,High
18352,54,Female,15744,3.19,333,yes,11087,91285,new york ,15-02-2022,01-07-2023, late delivery ,
15699,71,F,18521,116.48,273,1,5961,21413,New York,15-01-2022,NA,,High
16944,78,Male,5552,146.85,698,no,13212,50169,Los Angeles,03-10-2021,NA,Great service,LOW
14493,-4,,12682,45.76,467,No,36556,40770,,15-02-2022,01-06-2023,,Low
19492,83,Male,1038,117.73,670,0,33130,51769,,invalid_date,NA,Very bad experience,Medium
14911,NA,Male,6733,117.73,524,FALSE,7581,98615,,,,OK,High
13987,53,M,19740,79.06,680,yes,10425,90528,New York,invalid_date,32-13-2022,,Medium
19719,,Male,7454,60.74,336,0,8968,59012,,03-10-2021,01-07-2023,,
16015,70,Female,9866,47.28,472,No,39026,43493,Los Angeles,,01-07-2023, late delivery ,LOW
11218,19,Unknown,15742,144.31,434,No,18445,46554,LA,15-01-2022,,Very bad experience,Low
14496,62,,4032,120.59,677,No,27479,40108,Los Angeles,,NA, late delivery ,LOW
14735,36,Female,15211,124.58,701,no,5499,9706,New York,03-10-2021,01-07-2023,Very bad experience,Low
14555,70,F,16882,12.96,477,yes,5949,95438,NY,,NA,Great service,High
19146,65,male,10083,0.4,767,No,43179,84449,los angeles,,, late delivery ,high
18050,49,Unknown,10606,39.4,1000,yes,23733,10942,New York,,,,high
13446,32,,14514,14.08,395,0,20247,65965,New York,,NA,,Low
11045,98,M,13018,140.3,700,No,23113,7351,New York,03-10-2021,,,
16893,90,Male,10530,62.56,260,Yes,1508,47876,new york ,,32-13-2022,Very bad experience,Low
11693,37,male,652,23.38,453,no,42758,18305,LA,,,OK,High
13436,64,male,17098,46.77,423,No,41104,39909,LA,15-02-2022,01-06-2023, late delivery ,high
18754,47,F,12013,26.86,797,Yes,29748,57960,New York,03-10-2021,,Very bad experience,
15895,85,Unknown,2222,41.34,831,No,5871,12916,,,NA,,Low
13354,93,female,4008,29.56,736,no,34769,13032,LA,03-10-2021,01-06-2023,,Low
10225,15,Male,8621,74.27,820,yes,9994,89986,new york ,15-02-2022,01-06-2023,Great service,Low
14893,14,female,17011,65.06,484,0,10707,13141,los angeles,03-10-2021,32-13-2022,,high
17022,13,,12313,116.41,670,yes,7258,78560,,15-01-2022,01-06-2023,,High
19151,27,male,18050,116.41,857,Yes,49024,18919,Los Angeles,15-02-2022,01-06-2023,,
15600,57,,10014,149.8,597,TRUE,44051,37313,new york ,03-10-2021,01-07-2023,,
17996,62,F,5994,97.16,767,yes,48172,94078,New York,invalid_date,NA,Great service,Medium
19007,54,Male,12576,73.52,865,0,11894,46293,NY,,01-06-2023,Very bad experience,high
17683,13,,14867,14.08,518,No,48070,74265,,invalid_date,32-13-2022,Great service,
14642,22,,8252,41.87,326,1,29707,28972,New York,03-10-2021,NA,OK,
17679,16,female,8233,134.46,478,,5122,30976,los angeles,03-10-2021,01-06-2023,Great service,High
18208,45,Female,779,93.16,342,1,31577,80630,new york ,15-02-2022,01-06-2023, late delivery ,Medium
17339,82,Male,5108,3.22,840,no,9800,46732,los angeles,,32-13-2022,,High
19435,57,male,9266,105.7,281,yes,45185,18761,,invalid_date,32-13-2022,Very bad experience,Medium
