customer_id,age,gender,monthly_income_usd,debt_to_income_ratio,credit_score,has_loan,loan_amount,savings_usd,city,signup_date,last_transaction_date,review_text,risk_flag
10068,25,male,9553,49.36,847,TRUE,8313,40699,unknown,15-01-2022,01-07-2023,very bad experience,low
10069,38,unknown,9325,99.61,451,TRUE,9928,32544,new york,,01-07-2023,,high
10070,,unknown,8344,,383,FALSE,0,74143,unknown,,01-06-2023,,high
10071,,unknown,8860,39.6,311,FALSE,0,53279,unknown,15-01-2022,01-07-2023,late delivery,high
10072,91,unknown,13467,89.49,328,FALSE,0,72225,los angeles,15-01-2022,01-07-2023,very bad experience,low
10073,41,male,9828,52.72,358,FALSE,0,90625,los angeles,,01-07-2023,,medium
10074,57,female,12107,81.51,774,TRUE,13533,93636,new york,,01-06-2023,great service,high
10075,70,female,10541,92.47,838,FALSE,0,4504,new york,,01-07-2023,,medium
10076,47,male,2006,,551,FALSE,0,70441,los angeles,15-01-2022,01-07-2023,very bad experience,low
10077,65,female,17676,17.54,573,FALSE,0,97183,los angeles,15-01-2022,,very bad experience,low
10078,,female,6911,86.15,314,TRUE,27537,79982,new york,15-01-2022,01-07-2023,,low
10079,87,unknown,10030,47.28,733,FALSE,0,46765,new york,15-01-2022,01-07-2023,,low
10080,92,unknown,14088,80.39,303,TRUE,19757,90355,los angeles,,01-07-2023,ok,high
10081,90,female,9906,55.71,697,TRUE,37557,34665,new york,,01-07-2023,,low
10082,22,female,9020,28.28,311,TRUE,33547,68193,los angeles,15-01-2022,01-07-2023,,low
10083,,unknown,15005,98.36,,FALSE,0,74952,los angeles,,01-07-2023,great service,low
10084,28,female,11070,58.14,603,FALSE,0,7936,los angeles,,01-07-2023,,low
10085,72,male,5922,39.4,323,TRUE,34729,25937,new york,15-01-2022,,great service,low
10086,60,unknown,18361,55.4,375,FALSE,0,69074,new york,,,late delivery,low
10087,21,male,15770,26.52,592,TRUE,3507,66124,los angeles,,01-07-2023,,low
10088,,female,13456,49.2,697,FALSE,0,94858,new york,15-01-2022,01-07-2023,,low
10089,41,male,15645,33.67,439,TRUE,31789,97561,los angeles,15-01-2022,01-07-2023,ok,low
10090,92,unknown,18633,8.07,783,FALSE,0,21928,los angeles,,01-07-2023,very bad experience,low
10091,63,female,8593,71.69,,FALSE,0,31152,new york,,01-07-2023,great service,high
10092,59,unknown,18176,12.96,,FALSE,0,36730,unknown,,01-07-2023,very bad experience,medium
10093,48,female,12732,65.06,399,FALSE,0,52339,new york,,01-07-2023,ok,low
10094,81,male,11355,73.01,479,TRUE,41874,38186,unknown,,01-07-2023,ok,medium
10095,84,unknown,11968,67.85,621,FALSE,0,5222,new york,15-01-2022,01-07-2023,very bad experience,medium
10096,56,male,15222,12.67,331,TRUE,29382,45841,unknown,,01-07-2023,great service,low
10097,,male,18227,23.38,831,FALSE,0,21270,new york,,01-06-2023,,high
10098,22,unknown,18443,54.5,748,FALSE,0,83560,new york,,01-07-2023,late delivery,high
10099,,female,10359,11.11,750,FALSE,0,95146,los angeles,,01-06-2023,,high
10100,47,unknown,14900,34.24,754,TRUE,27113,53152,los angeles,15-01-2022,01-06-2023,,low
10101,,unknown,14753,81.91,598,FALSE,0,91688,los angeles,,,,low
10102,67,unknown,3371,58.14,848,FALSE,0,70599,los angeles,15-01-2022,01-06-2023,very bad experience,medium
10103,21,female,5603,,373,TRUE,41765,61544,unknown,15-01-2022,01-06-2023,,high
10104,73,male,13076,45.87,,FALSE,0,73552,unknown,15-01-2022,01-07-2023,,medium
10105,27,female,14394,0.08,550,TRUE,36342,67998,los angeles,,01-07-2023,great service,low
10106,,female,8793,49.2,694,FALSE,0,17037,los angeles,15-01-2022,01-07-2023,very bad experience,medium
10107,97,unknown,13521,14.08,443,FALSE,0,7053,unknown,,01-06-2023,ok,high
10108,63,unknown,5153,,533,TRUE,4939,93468,new york,,01-06-2023,ok,high
10109,40,unknown,13580,,666,FALSE,0,82204,los angeles,,,very bad experience,medium
10110,26,male,16762,51.21,520,TRUE,10556,24914,unknown,15-01-2022,01-06-2023,very bad experience,high
10111,99,unknown,17155,28.93,314,FALSE,0,93945,los angeles,,01-07-2023,late delivery,medium
10112,54,male,14401,38.38,356,TRUE,1587,92080,los angeles,,01-07-2023,great service,low
10113,85,male,5859,0,722,FALSE,0,58150,los angeles,15-01-2022,01-07-2023,,high
10114,84,male,4020,88.93,843,FALSE,0,49941,los angeles,,01-06-2023,,high
10115,72,male,8874,81.3,,TRUE,45523,67406,unknown,,,late delivery,high
10116,71,unknown,13516,3.19,,TRUE,25955,83388,unknown,15-01-2022,01-07-2023,great service,low
10117,76,female,12898,,530,TRUE,39560,84260,unknown,15-01-2022,01-06-2023,,low
10118,61,unknown,19647,49.28,669,FALSE,0,69994,new york,,01-07-2023,ok,high
10120,70,male,5243,77.14,462,FALSE,0,50439,new york,,01-07-2023,,low
10121,88,male,13566,,562,TRUE,47508,99809,unknown,,01-06-2023,late delivery,low
10122,65,unknown,7759,25.19,467,FALSE,0,77903,new york,,01-07-2023,,high
10123,49,female,10056,51.21,,FALSE,0,26258,los angeles,,01-07-2023,great service,low
10124,50,male,19434,77.14,334,FALSE,0,31178,los angeles,15-01-2022,,ok,medium
10125,22,male,3975,73.52,323,FALSE,0,58613,los angeles,15-01-2022,01-07-2023,,high
10126,69,female,8113,5.11,672,FALSE,0,63925,unknown,,01-07-2023,late delivery,medium
10127,35,male,6762,,739,FALSE,0,25497,new york,15-01-2022,01-07-2023,,high
10128,22,female,6565,,597,FALSE,0,10560,los angeles,,,late delivery,low
10129,,female,5035,,,TRUE,38556,49053,los angeles,15-01-2022,01-07-2023,,low
10130,,female,16415,33.8,313,FALSE,0,73258,new york,,01-07-2023,great service,high
10131,36,male,17315,38.38,361,FALSE,0,86673,unknown,,01-07-2023,great service,high
10132,74,female,5708,45.87,653,TRUE,44650,10040,los angeles,15-01-2022,01-06-2023,great service,medium
10133,66,male,15854,60.8,,TRUE,42727,17580,new york,15-01-2022,01-07-2023,very bad experience,low
10134,82,male,3444,0.97,402,FALSE,0,8169,los angeles,,01-06-2023,,low
10135,77,male,9170,45.76,759,TRUE,41350,80420,unknown,,,,high
10136,95,female,7003,,,TRUE,48099,74064,unknown,15-01-2022,01-06-2023,late delivery,medium
10137,47,unknown,15809,81.3,445,FALSE,0,93165,new york,,01-06-2023,great service,low
10138,67,female,4126,0.08,573,FALSE,0,12188,los angeles,,01-07-2023,very bad experience,high
10139,63,unknown,15861,98.36,463,TRUE,5220,46511,los angeles,15-01-2022,01-06-2023,ok,low
10140,45,male,538,,337,TRUE,38808,95321,new york,15-01-2022,,ok,low
10141,60,female,12447,67.85,608,TRUE,13029,2400,new york,,01-06-2023,late delivery,high
10142,,female,5259,36.31,838,FALSE,0,8535,los angeles,15-01-2022,01-07-2023,,high
10143,85,unknown,19868,83.12,402,FALSE,0,2293,los angeles,15-01-2022,01-07-2023,ok,high
10145,28,male,1671,,406,FALSE,0,40283,new york,,01-07-2023,,low
10146,80,male,8651,,756,FALSE,0,53615,los angeles,,01-06-2023,,high
10147,,female,7422,,685,TRUE,31690,49064,unknown,,01-07-2023,great service,high
10148,18,male,9230,32.58,399,TRUE,10440,75499,unknown,,01-07-2023,late delivery,medium
10149,63,female,16292,,682,TRUE,35884,4475,new york,,01-07-2023,very bad experience,low
10150,49,unknown,6169,,677,TRUE,36567,22826,los angeles,,01-07-2023,great service,medium
10151,65,male,14519,,382,FALSE,0,61886,los angeles,,,late delivery,medium
10152,67,male,6837,67.89,393,TRUE,46254,63267,new york,,,great service,medium
10153,,female,16980,42.22,621,FALSE,0,54383,los angeles,,01-07-2023,great service,high
10154,77,unknown,13174,,523,FALSE,0,19564,new york,15-01-2022,01-07-2023,ok,high
10155,83,unknown,9195,4.44,594,TRUE,32880,47339,los angeles,,,great service,low
10156,46,unknown,11374,97.16,569,FALSE,0,82146,new york,,01-07-2023,late delivery,medium
10157,,male,10295,95.59,765,TRUE,18117,25663,new york,,01-06-2023,late delivery,low
10158,86,unknown,5549,65.06,,TRUE,38121,80338,unknown,,01-06-2023,late delivery,high
10159,59,female,19084,47.28,,FALSE,0,11618,unknown,,01-06-2023,very bad experience,low
10160,65,unknown,17763,,692,TRUE,48276,50373,new york,,01-07-2023,,high
10161,49,male,4875,0.08,832,TRUE,27978,66090,los angeles,,01-06-2023,,low
10162,,female,988,,437,FALSE,0,73204,unknown,,01-07-2023,,high
10163,54,unknown,12127,,835,FALSE,0,98844,los angeles,15-01-2022,01-06-2023,ok,high
10164,85,male,13961,99.61,515,TRUE,3230,23465,los angeles,15-01-2022,01-06-2023,great service,low
10165,66,male,2894,49.36,425,TRUE,12740,66780,unknown,,01-07-2023,,low
10166,96,male,7603,90.06,369,FALSE,0,6726,los angeles,,01-06-2023,,high
10167,20,male,3382,,408,FALSE,0,17488,los angeles,,01-06-2023,,low
10168,95,male,19668,,750,FALSE,0,26554,new york,,01-07-2023,ok,low
10169,,female,18369,60.74,830,FALSE,0,54054,unknown,15-01-2022,01-07-2023,,medium
10170,,unknown,9321,,609,FALSE,0,48255,new york,,01-07-2023,very bad experience,medium
10171,86,female,10273,81.91,620,TRUE,36245,16594,unknown,,01-07-2023,great service,high
10172,83,female,11169,52.72,443,FALSE,0,2235,new york,,01-07-2023,ok,medium
10173,,unknown,16208,65.06,545,FALSE,0,47228,unknown,,01-06-2023,great service,low
10174,81,unknown,12803,17.84,408,TRUE,2808,57415,unknown,,01-07-2023,,high
10175,87,male,3930,51.33,,FALSE,0,95811,unknown,,01-07-2023,late delivery,low
10176,96,female,11307,67.89,,TRUE,3761,72357,new york,15-01-2022,,great service,high
10177,47,male,15085,32.58,762,TRUE,18692,80213,los angeles,,01-07-2023,ok,low
10178,59,male,3500,13.23,,FALSE,0,17927,new york,,01-07-2023,late delivery,low
10179,80,male,1789,0,310,FALSE,0,52925,unknown,,01-07-2023,very bad experience,low
10180,73,unknown,11685,,545,TRUE,2771,75309,new york,,01-07-2023,late delivery,low
10181,87,unknown,2096,,,FALSE,0,57965,los angeles,,01-07-2023,great service,low
10182,66,female,19387,29.56,768,FALSE,0,14630,los angeles,15-01-2022,,very bad experience,medium
10183,27,unknown,11646,,400,TRUE,4461,46940,unknown,,01-07-2023,very bad experience,high
10184,,male,14293,25.64,497,TRUE,40185,2297,los angeles,15-01-2022,01-07-2023,,low
10185,,male,14429,0,672,TRUE,45700,72380,new york,15-01-2022,01-07-2023,great service,low
10186,,unknown,4094,,,TRUE,27362,65249,los angeles,,01-07-2023,great service,low
10187,88,female,11574,3.22,316,FALSE,0,78741,new york,,01-06-2023,,low
10188,52,male,15622,,355,FALSE,0,48782,unknown,,01-06-2023,very bad experience,high
10189,70,male,1604,45.87,,TRUE,48822,83738,unknown,,01-07-2023,,low
10190,55,unknown,10885,51.03,552,FALSE,0,8481,los angeles,,01-06-2023,,low
10191,46,female,2233,,644,TRUE,33279,19920,new york,,01-07-2023,very bad experience,high
10192,62,unknown,3299,36.31,792,TRUE,20129,16695,unknown,15-01-2022,01-06-2023,late delivery,high
10193,83,unknown,6402,39.6,671,FALSE,0,36203,new york,,01-07-2023,great service,medium
10194,,female,11143,51.03,370,FALSE,0,80443,unknown,,01-06-2023,ok,medium
10195,,unknown,6324,41.34,689,FALSE,0,52641,los angeles,,01-07-2023,very bad experience,medium
10196,,female,10503,41.87,340,FALSE,0,36890,unknown,,01-07-2023,ok,high
10197,64,male,16328,,319,FALSE,0,40428,new york,,01-07-2023,very bad experience,low
10198,23,male,15366,,592,TRUE,8570,42958,unknown,15-01-2022,01-06-2023,very bad experience,medium
10199,38,female,18966,13.25,742,TRUE,34693,15673,new york,,01-06-2023,very bad experience,high
10200,85,female,8097,86.12,466,FALSE,0,8559,los angeles,,,very bad experience,high
10201,86,female,11023,39.6,638,FALSE,0,73305,los angeles,15-01-2022,01-07-2023,late delivery,high
10202,91,male,16743,22.68,,FALSE,0,68581,new york,15-01-2022,01-07-2023,,high
10203,19,male,3096,45.86,626,FALSE,0,39263,los angeles,,01-06-2023,late delivery,low
10204,,male,2614,90.94,,FALSE,0,17843,new york,15-01-2022,01-07-2023,,high
10205,45,male,10289,,331,FALSE,0,97849,los angeles,,01-06-2023,very bad experience,medium
10206,35,unknown,3034,45.87,661,FALSE,0,8610,los angeles,15-01-2022,01-07-2023,great service,medium
10207,96,male,7540,,337,TRUE,46839,28912,unknown,15-01-2022,01-07-2023,great service,low
10208,65,male,4296,61.11,518,TRUE,41375,11264,los angeles,,,very bad experience,high
10209,80,female,13993,52.47,557,TRUE,3068,83484,new york,,01-07-2023,great service,high
10211,70,unknown,7699,74.27,604,FALSE,0,33001,los angeles,,01-07-2023,very bad experience,high
10212,94,male,1427,67.85,658,FALSE,0,72664,new york,,,,low
10213,58,male,10106,62.56,632,TRUE,49038,48161,new york,,,,low
10214,72,female,5413,80.78,348,FALSE,0,49831,new york,15-01-2022,01-07-2023,ok,high
10215,43,female,5420,32.58,654,FALSE,0,53344,new york,,01-07-2023,great service,high
10216,77,male,2904,67.41,,TRUE,29229,75453,new york,15-01-2022,01-07-2023,ok,low
10217,35,unknown,13201,73.63,479,FALSE,0,35413,unknown,,,,high
10218,,male,2203,,592,FALSE,0,25513,unknown,,01-07-2023,,medium
10219,62,male,3514,,566,FALSE,0,58374,los angeles,,01-06-2023,,high
10220,,female,8960,90.94,806,TRUE,14243,13633,unknown,15-01-2022,01-06-2023,ok,low
10221,37,unknown,1843,0.97,827,TRUE,21440,32561,new york,,01-06-2023,,medium
10222,34,unknown,9601,3.22,466,TRUE,39325,5438,new york,,,late delivery,low
10223,35,male,8520,61.11,465,FALSE,0,91122,new york,,01-07-2023,late delivery,low
10224,26,male,9143,65.48,,TRUE,21561,60709,new york,15-01-2022,01-06-2023,late delivery,low
10225,,male,8621,74.27,820,TRUE,9994,89986,new york,,01-06-2023,great service,low
10226,86,female,11794,38.9,448,TRUE,8363,66252,new york,15-01-2022,01-06-2023,very bad experience,low
10227,86,female,3374,3.22,314,FALSE,0,25253,unknown,,01-07-2023,,medium
10228,32,male,9486,99.61,728,TRUE,33602,20045,los angeles,,01-07-2023,late delivery,low
10229,96,female,5327,4.44,,FALSE,0,88443,new york,,01-06-2023,,medium
10230,65,unknown,17325,67.41,649,FALSE,0,39903,los angeles,,01-06-2023,,high
10231,97,male,3888,,847,FALSE,0,4825,new york,15-01-2022,01-06-2023,very bad experience,low
10232,33,unknown,1866,50.77,503,FALSE,0,56847,unknown,,01-07-2023,very bad experience,medium
10233,67,male,3101,38.38,366,FALSE,0,59345,new york,15-01-2022,01-07-2023,late delivery,low
10234,74,unknown,3580,87.69,,FALSE,0,65724,new york,15-01-2022,01-07-2023,very bad experience,medium
10235,47,male,5311,49.36,,FALSE,0,42735,unknown,,01-06-2023,ok,low
10236,28,unknown,17025,66.96,637,FALSE,0,47768,los angeles,,01-07-2023,very bad experience,low
10237,18,female,12493,67.89,830,TRUE,8700,46278,new york,,01-07-2023,ok,low
10238,40,female,13116,55.4,598,FALSE,0,93029,unknown,,01-07-2023,late delivery,high
10239,64,male,17035,11.11,817,FALSE,0,14335,los angeles,15-01-2022,01-07-2023,ok,high
10240,43,male,6570,,557,TRUE,29859,57300,unknown,,,late delivery,low
10241,,unknown,17099,51.33,754,TRUE,19303,78276,unknown,,01-06-2023,very bad experience,high
10242,89,female,3408,63.54,,FALSE,0,40029,new york,,01-07-2023,,low
10243,97,female,17850,,596,FALSE,0,42651,los angeles,15-01-2022,01-07-2023,ok,low
10244,43,female,9695,,324,FALSE,0,23127,new york,,01-07-2023,ok,low
10245,61,male,15557,23.38,478,FALSE,0,47594,new york,,,late delivery,low
10246,55,unknown,12237,4.91,452,TRUE,40805,50411,los angeles,,01-07-2023,,low
10247,98,unknown,1021,32.62,613,TRUE,37770,89904,unknown,,,late delivery,high
10248,68,female,5780,93.97,478,TRUE,34179,64644,new york,,,great service,high
10249,47,unknown,18428,90.94,495,FALSE,0,49490,unknown,15-01-2022,01-07-2023,ok,medium
10250,39,female,9784,0.4,677,TRUE,8836,9782,unknown,,01-06-2023,ok,high
10251,86,male,18146,66.96,599,FALSE,0,57920,unknown,,,great service,high
10252,,unknown,10298,49.2,,FALSE,0,69049,new york,,01-07-2023,late delivery,high
10253,70,unknown,12912,,798,TRUE,17045,90772,los angeles,15-01-2022,,great service,low
10254,37,female,6206,63.54,346,FALSE,0,39132,unknown,,01-06-2023,late delivery,high
10255,49,unknown,19645,54.39,844,TRUE,15496,66218,new york,,01-06-2023,great service,medium
10256,,male,14812,23.47,462,FALSE,0,71214,los angeles,15-01-2022,01-07-2023,,high
10257,45,female,17903,,375,FALSE,0,31597,unknown,,01-06-2023,great service,low
10258,24,male,13621,,456,FALSE,0,87645,unknown,,01-07-2023,great service,high
10259,,unknown,6488,77.14,680,TRUE,42285,9865,new york,,01-07-2023,,high
10260,,male,9783,,410,FALSE,0,85457,los angeles,,01-07-2023,,high
10261,,unknown,3606,11.11,847,FALSE,0,18357,los angeles,,,great service,high
10262,31,male,11935,,845,FALSE,0,10072,unknown,15-01-2022,01-07-2023,ok,low
10263,99,female,15536,23.38,480,TRUE,30471,29370,los angeles,,01-07-2023,late delivery,low
10264,57,female,3250,23.47,498,TRUE,48622,97824,unknown,,01-07-2023,great service,high
10265,99,male,12254,,485,FALSE,0,6619,new york,,01-06-2023,very bad experience,low
10266,39,male,10901,,591,FALSE,0,32570,new york,15-01-2022,,,medium
10267,74,male,2297,,504,FALSE,0,80830,unknown,15-01-2022,01-06-2023,,high
10268,66,female,7071,12.67,408,FALSE,0,15978,new york,,01-07-2023,ok,medium
10269,40,female,10635,50.77,850,FALSE,0,63780,new york,,01-07-2023,,low
10270,,male,4303,3.22,572,FALSE,0,18127,los angeles,15-01-2022,01-06-2023,very bad experience,high
10271,64,unknown,5265,0.4,622,TRUE,27255,62228,los angeles,,01-06-2023,very bad experience,low
10272,39,unknown,10505,79.06,764,TRUE,4104,92727,new york,15-01-2022,01-06-2023,,medium
10274,,male,2877,57.44,,FALSE,0,7356,los angeles,,01-07-2023,,low
10275,18,unknown,2399,4.44,493,TRUE,1294,12612,los angeles,,01-07-2023,ok,low
10276,42,male,4200,95.59,676,TRUE,40960,36850,los angeles,,01-07-2023,late delivery,high
10277,36,female,13039,55.71,591,FALSE,0,1623,unknown,,01-07-2023,ok,medium
10278,65,unknown,8185,32.58,,TRUE,19741,22446,los angeles,,01-07-2023,very bad experience,high
10279,,female,12452,60.74,419,FALSE,0,48084,new york,,01-07-2023,great service,high
10280,35,female,2487,73.52,809,FALSE,0,54415,los angeles,,,late delivery,low
10281,85,unknown,18499,22.68,,FALSE,0,63301,new york,,01-07-2023,,high
10282,54,male,11295,,794,FALSE,0,35341,unknown,,01-07-2023,late delivery,high
10283,19,unknown,3021,,534,TRUE,6396,54216,unknown,,01-06-2023,ok,low
10284,93,female,5590,90.94,664,FALSE,0,51756,unknown,,01-07-2023,late delivery,high
10285,47,female,543,60.8,426,TRUE,41032,6979,new york,15-01-2022,,ok,low
10286,90,unknown,12637,,516,FALSE,0,76001,new york,,,very bad experience,medium
10287,67,unknown,9743,17.84,403,FALSE,0,33379,los angeles,,01-06-2023,very bad experience,high
10288,76,female,5783,45.87,423,TRUE,3603,96839,unknown,,01-06-2023,,low
10289,92,female,12219,,706,FALSE,0,29489,los angeles,,01-07-2023,,medium
10290,,male,6616,12.67,830,TRUE,42817,15838,los angeles,,01-06-2023,late delivery,low
10291,82,female,16002,,583,TRUE,35549,62986,los angeles,,01-06-2023,,low
10292,93,unknown,12109,28.93,696,FALSE,0,73869,new york,15-01-2022,01-07-2023,great service,high
10293,,unknown,9351,78.62,393,FALSE,0,57867,new york,,01-07-2023,great service,low
10294,59,male,12822,65.06,796,FALSE,0,8057,los angeles,15-01-2022,01-07-2023,great service,low
10295,,male,17278,,,FALSE,0,48033,new york,15-01-2022,01-06-2023,,high
10296,93,unknown,8137,49.36,543,FALSE,0,39424,los angeles,15-01-2022,,very bad experience,high
10297,40,unknown,10922,78.62,368,FALSE,0,3702,los angeles,15-01-2022,,late delivery,high
10298,78,unknown,13821,8.07,499,FALSE,0,32576,los angeles,,01-06-2023,,high
10299,58,unknown,9200,41.87,566,FALSE,0,39078,new york,,01-07-2023,late delivery,high
10300,27,male,19880,87.69,589,TRUE,10333,55728,unknown,15-01-2022,01-06-2023,ok,medium
10301,19,unknown,9468,5.42,,FALSE,0,94857,new york,,01-06-2023,great service,medium
10302,49,female,4814,,348,FALSE,0,94230,new york,,01-07-2023,very bad experience,low
10303,,unknown,4416,,,FALSE,0,96710,new york,,01-07-2023,very bad experience,low
10304,39,female,2111,26.52,782,TRUE,21320,30087,los angeles,,01-07-2023,very bad experience,high
10305,59,female,856,77.14,487,FALSE,0,18053,los angeles,15-01-2022,,,high
10306,77,unknown,11038,93.97,768,FALSE,0,88550,unknown,,01-06-2023,great service,medium
10307,,female,15254,32.58,818,FALSE,0,40870,los angeles,,01-06-2023,,medium
10308,57,unknown,11370,51.33,669,FALSE,0,15337,new york,15-01-2022,01-07-2023,ok,medium
10309,47,male,13099,,671,TRUE,19945,90356,new york,,01-06-2023,great service,low
10310,32,male,6782,5.19,481,FALSE,0,4357,new york,,01-07-2023,late delivery,low
10311,77,unknown,7177,,675,FALSE,0,97142,los angeles,,01-07-2023,ok,low
10312,64,unknown,19707,,719,FALSE,0,13936,los angeles,15-01-2022,01-07-2023,late delivery,low
10313,85,male,14636,22.68,519,TRUE,48970,50963,new york,,,late delivery,high
10314,30,unknown,13086,25.19,711,FALSE,0,24359,unknown,,,ok,high
10315,,unknown,16951,55.7,432,TRUE,3540,48782,unknown,,01-07-2023,very bad experience,low
10316,71,male,19006,58.04,653,FALSE,0,36478,unknown,15-01-2022,01-07-2023,very bad experience,medium
